"target_quarter","days_to_release","asof","actual","labour","expenditure","ar1","hist_mean"
"2021Q4",1,"2022-03-01",3.62842419662923,2.85754937901023,6.20022627298771,0.961901050124426,0.548484900872585
"2022Q1",150,"2022-01-02",0.928819213539223,1.66399792126969,0.362521763406362,0.822470689733228,0.548484900872585
"2022Q1",120,"2022-02-01",0.928819213539223,2.96233319498779,1.11986298209059,0.822470689733228,0.548484900872585
"2022Q1",90,"2022-03-03",0.928819213539223,-1.5717460575234,1.04940043624918,0.640388464201181,0.611415885749608
"2022Q1",60,"2022-04-02",0.928819213539223,0.796156890534536,0.604025668086511,0.640388464201181,0.611415885749608
"2022Q1",45,"2022-04-17",0.928819213539223,0.915214129933114,1.59371218261964,0.640388464201181,0.611415885749608
"2022Q1",30,"2022-05-02",0.928819213539223,0.915214129933114,1.59371218261964,0.640388464201181,0.611415885749608
"2022Q1",20,"2022-05-12",0.928819213539223,0.915214129933114,1.77719716666108,0.640388464201181,0.611415885749608
"2022Q1",10,"2022-05-22",0.928819213539223,0.915214129933114,1.77719716666108,0.640388464201181,0.611415885749608
"2022Q1",5,"2022-05-27",0.928819213539223,0.915214129933114,1.74257687684396,0.640388464201181,0.611415885749608
"2022Q1",1,"2022-05-31",0.928819213539223,0.915214129933114,2.40071233691395,0.640388464201181,0.611415885749608
"2022Q2",150,"2022-04-10",0.990656205089091,1.69652029724629,1.14593882643924,0.855001658048976,0.611415885749608
"2022Q2",120,"2022-05-10",0.990656205089091,1.85190967756825,1.41999132441619,0.855001658048976,0.611415885749608
"2022Q2",90,"2022-06-09",0.990656205089091,2.17822115705958,1.87162191087962,0.834727063367484,0.608613023094764
"2022Q2",60,"2022-07-09",0.990656205089091,2.98162138186372,2.06434626265889,0.834727063367484,0.608613023094764
"2022Q2",45,"2022-07-24",0.990656205089091,3.12477747118142,2.06434626265889,0.834727063367484,0.608613023094764
